Data Download from NCSES Interactive Data Tool,,,,,
,,,,,
Filters,Selected values,,,,
2004,Cornell University,Science,Entomology and parasitology,Total for selected values,30
2004,Cornell University,Science,Entomology and parasitology,Female,14
2004,Cornell University,Science,Entomology and parasitology,Male,16
2004,Cornell University,Science,Genetics,Total for selected values,53
2004,Cornell University,Science,Genetics,Female,31
2004,Cornell University,Science,Genetics,Male,22
2004,Cornell University,Science,Geosciences,Total for selected values,29
2004,Cornell University,Science,Geosciences,Female,17
2004,Cornell University,Science,Geosciences,Male,12
2004,Cornell University,Science,History and philosophy of science,Total for selected values,21
2004,Cornell University,Science,History and philosophy of science,Female,15
2004,Cornell University,Science,History and philosophy of science,Male,6
2004,Cornell University,Science,Linguistics,Total for selected values,31
2004,Cornell University,Science,Linguistics,Female,15
2004,Cornell University,Science,Linguistics,Male,16
2004,Cornell University,Science,Mathematics and applied mathematics,Total for selected values,239
2004,Cornell University,Science,Mathematics and applied mathematics,Female,67
2004,Cornell University,Science,Mathematics and applied mathematics,Male,172
2004,Cornell University,Science,"Microbiology, immunology, and virology",Total for selected values,96
2004,Cornell University,Science,"Microbiology, immunology, and virology",Female,49
2004,Cornell University,Science,"Microbiology, immunology, and virology",Male,47
2004,Cornell University,Science,Nutrition,Total for selected values,146
2004,Cornell University,Science,Nutrition,Female,91
2004,Cornell University,Science,Nutrition,Male,55
2004,Cornell University,Science,Pharmacology and toxicology,Total for selected values,90
2004,Cornell University,Science,Pharmacology and toxicology,Female,51
2004,Cornell University,Science,Pharmacology and toxicology,Male,39
2004,Cornell University,Science,Physics,Total for selected values,183
2004,Cornell University,Science,Physics,Female,38
2004,Cornell University,Science,Physics,Male,145
2004,Cornell University,Science,Physiology,Total for selected values,48
2004,Cornell University,Science,Physiology,Female,26
2004,Cornell University,Science,Physiology,Male,22
2004,Cornell University,Science,Political science and government,Total for selected values,317
2004,Cornell University,Science,Political science and government,Female,162
2004,Cornell University,Science,Political science and government,Male,155
2004,Cornell University,Science,Psychology not elsewhere classified,Total for selected values,64
2004,Cornell University,Science,Psychology not elsewhere classified,Female,39
2004,Cornell University,Science,Psychology not elsewhere classified,Male,25
2004,Cornell University,Science,Social sciences not elsewhere classified,Total for selected values,251
2004,Cornell University,Science,Social sciences not elsewhere classified,Female,140
2004,Cornell University,Science,Social sciences not elsewhere classified,Male,111
2004,Cornell University,Science,Sociology,Total for selected values,92
2004,Cornell University,Science,Sociology,Female,51
2004,Cornell University,Science,Sociology,Male,41
2004,Cornell University,Science,Statistics,Total for selected values,46
2004,Cornell University,Science,Statistics,Female,16
2004,Cornell University,Science,Statistics,Male,30
2004,Cornell University,Science,Zoology,Total for selected values,3
2004,Cornell University,Science,Zoology,Female,2
2004,Cornell University,Science,Zoology,Male,1
2004,Cornell University,Engineering,Total for selected values,Total for selected values,860
2004,Cornell University,Engineering,Aerospace engineering,Total for selected values,27
2004,Cornell University,Engineering,Aerospace engineering,Female,4
2004,Cornell University,Engineering,Aerospace engineering,Male,23
2004,Cornell University,Engineering,Agricultural engineering,Total for selected values,62
2004,Cornell University,Engineering,Agricultural engineering,Female,24
2004,Cornell University,Engineering,Agricultural engineering,Male,38
2004,Cornell University,Engineering,Biomedical engineering,Total for selected values,28
2004,Cornell University,Engineering,Biomedical engineering,Female,10
2004,Cornell University,Engineering,Biomedical engineering,Male,18
2004,Cornell University,Engineering,Chemical engineering,Total for selected values,94
2004,Cornell University,Engineering,Chemical engineering,Female,26
2004,Cornell University,Engineering,Chemical engineering,Male,68
2004,Cornell University,Engineering,Civil engineering,Total for selected values,171
2004,Cornell University,Engineering,Civil engineering,Female,46
2004,Cornell University,Engineering,Civil engineering,Male,125
2004,Cornell University,Engineering,Electrical engineering,Total for selected values,208
2004,Cornell University,Engineering,Electrical engineering,Female,32
2004,Cornell University,Engineering,Electrical engineering,Male,176
2004,Cornell University,Engineering,Engineering not elsewhere classified,Total for selected values,12
2004,Cornell University,Engineering,Engineering not elsewhere classified,Male,12
2004,Cornell University,Engineering,"Engineering science, mechanics, and physics",Total for selected values,87
2004,Cornell University,Engineering,"Engineering science, mechanics, and physics",Female,20
2004,Cornell University,Engineering,"Engineering science, mechanics, and physics",Male,67
2004,Cornell University,Engineering,Mechanical engineering,Total for selected values,112
2004,Cornell University,Engineering,Mechanical engineering,Female,20
2004,Cornell University,Engineering,Mechanical engineering,Male,92
2004,Cornell University,Engineering,Metallurgical and materials engineering,Total for selected values,59
2004,Cornell University,Engineering,Metallurgical and materials engineering,Female,24
2004,Cornell University,Engineering,Metallurgical and materials engineering,Male,35
2004,Dartmouth College,Total for selected values,Total for selected values,Total for selected values,566
2004,Dartmouth College,Science,Total for selected values,Total for selected values,423
2004,Dartmouth College,Science,Biochemistry,Total for selected values,37
2004,Dartmouth College,Science,Biochemistry,Female,18
2004,Dartmouth College,Science,Biochemistry,Male,19
2004,Dartmouth College,Science,Biology,Total for selected values,69
2004,Dartmouth College,Science,Biology,Female,39
2004,Dartmouth College,Science,Biology,Male,30
2004,Dartmouth College,Science,Chemistry,Total for selected values,47
2004,Dartmouth College,Science,Chemistry,Female,18
2004,Dartmouth College,Science,Chemistry,Male,29
2004,Dartmouth College,Science,Computer sciences,Total for selected values,58
2004,Dartmouth College,Science,Computer sciences,Female,14
2004,Dartmouth College,Science,Computer sciences,Male,44
2004,Dartmouth College,Science,Genetics,Total for selected values,15
2004,Dartmouth College,Science,Genetics,Female,5
2004,Dartmouth College,Science,Genetics,Male,10
2004,Dartmouth College,Science,Geosciences,Total for selected values,20
2004,Dartmouth College,Science,Geosciences,Female,9
2004,Dartmouth College,Science,Geosciences,Male,11
2004,Dartmouth College,Science,Mathematics and applied mathematics,Total for selected values,25
2004,Dartmouth College,Science,Mathematics and applied mathematics,Female,7
2004,Dartmouth College,Science,Mathematics and applied mathematics,Male,18
2004,Dartmouth College,Science,"Microbiology, immunology, and virology",Total for selected values,37
2004,Dartmouth College,Science,"Microbiology, immunology, and virology",Female,18
2004,Dartmouth College,Science,"Microbiology, immunology, and virology",Male,19
2004,Dartmouth College,Science,Pathology,Total for selected values,4
2004,Dartmouth College,Science,Pathology,Female,1
2004,Dartmouth College,Science,Pathology,Male,3
2004,Dartmouth College,Science,Pharmacology and toxicology,Total for selected values,27
2004,Dartmouth College,Science,Pharmacology and toxicology,Female,18
2004,Dartmouth College,Science,Pharmacology and toxicology,Male,9
2004,Dartmouth College,Science,Physics,Total for selected values,39
2004,Dartmouth College,Science,Physics,Female,12
2004,Dartmouth College,Science,Physics,Male,27
2004,Dartmouth College,Science,Physiology,Total for selected values,16
2004,Dartmouth College,Science,Physiology,Female,11
2004,Dartmouth College,Science,Physiology,Male,5
2004,Dartmouth College,Science,"Psychology, general",Total for selected values,29
2004,Dartmouth College,Science,"Psychology, general",Female,16
2004,Dartmouth College,Science,"Psychology, general",Male,13
2004,Dartmouth College,Engineering,Total for selected values,Total for selected values,143
2004,Dartmouth College,Engineering,Engineering not elsewhere classified,Total for selected values,143
2004,Dartmouth College,Engineering,Engineering not elsewhere classified,Female,39
2004,Dartmouth College,Engineering,Engineering not elsewhere classified,Male,104
2004,Duke University,Total for selected values,Total for selected values,Total for selected values,"1,785"
2004,Duke University,Science,Total for selected values,Total for selected values,"1,425"
2004,Duke University,Science,Agricultural sciences,Total for selected values,115
2004,Duke University,Science,Agricultural sciences,Female,56
2004,Duke University,Science,Agricultural sciences,Male,59
2004,Duke University,Science,Anthropology,Total for selected values,48
2004,Duke University,Science,Anthropology,Female,31
2004,Duke University,Science,Anthropology,Male,17
2004,Duke University,Science,Biochemistry,Total for selected values,115
2004,Duke University,Science,Biochemistry,Female,59
2004,Duke University,Science,Biochemistry,Male,56
2004,Duke University,Science,Biology,Total for selected values,90
2004,Duke University,Science,Biology,Female,50
2004,Duke University,Science,Biology,Male,40
2004,Duke University,Science,Biometry and epidemiology,Total for selected values,145
2004,Duke University,Science,Biometry and epidemiology,Female,62
2004,Duke University,Science,Biometry and epidemiology,Male,83
2004,Duke University,Science,Cell and molecular biology,Total for selected values,44
2004,Duke University,Science,Cell and molecular biology,Female,22
2004,Duke University,Science,Cell and molecular biology,Male,22
2004,Duke University,Science,Chemistry,Total for selected values,98
2004,Duke University,Science,Chemistry,Female,44
2004,Duke University,Science,Chemistry,Male,54
2004,Duke University,Science,Computer sciences,Total for selected values,80
2004,Duke University,Science,Computer sciences,Female,22
2004,Duke University,Science,Computer sciences,Male,58
2004,Duke University,Science,Economics (except agricultural),Total for selected values,106
2004,Duke University,Science,Economics (except agricultural),Female,36
2004,Duke University,Science,Economics (except agricultural),Male,70
2004,Duke University,Science,Mathematics and applied mathematics,Total for selected values,42
2004,Duke University,Science,Mathematics and applied mathematics,Female,5
2004,Duke University,Science,Mathematics and applied mathematics,Male,37
2004,Duke University,Science,"Microbiology, immunology, and virology",Total for selected values,76
2004,Duke University,Science,"Microbiology, immunology, and virology",Female,42
2004,Duke University,Science,"Microbiology, immunology, and virology",Male,34
2004,Duke University,Science,Pathology,Total for selected values,25
2004,Duke University,Science,Pathology,Female,12
2004,Duke University,Science,Pathology,Male,13
2004,Duke University,Science,Pharmacology and toxicology,Total for selected values,57
2004,Duke University,Science,Pharmacology and toxicology,Female,36
2004,Duke University,Science,Pharmacology and toxicology,Male,21
2004,Duke University,Science,Physics,Total for selected values,74
2004,Duke University,Science,Physics,Female,16
2004,Duke University,Science,Physics,Male,58
2004,Duke University,Science,Political science and government,Total for selected values,185
2004,Duke University,Science,Political science and government,Female,87
2004,Duke University,Science,Political science and government,Male,98
2004,Duke University,Science,Psychology not elsewhere classified,Total for selected values,23
2004,Duke University,Science,Psychology not elsewhere classified,Female,10
2004,Duke University,Science,Psychology not elsewhere classified,Male,13
2004,Duke University,Science,"Psychology, general",Total for selected values,58
2004,Duke University,Science,"Psychology, general",Female,48
2004,Duke University,Science,"Psychology, general",Male,10
2004,Duke University,Science,Sociology,Total for selected values,44
2004,Duke University,Science,Sociology,Female,28
2004,Duke University,Science,Sociology,Male,16
2004,Duke University,Engineering,Total for selected values,Total for selected values,360
2004,Duke University,Engineering,Biomedical engineering,Total for selected values,152
2004,Duke University,Engineering,Biomedical engineering,Female,54
2004,Duke University,Engineering,Biomedical engineering,Male,98
2004,Duke University,Engineering,Civil engineering,Total for selected values,31
2004,Duke University,Engineering,Civil engineering,Female,9
2004,Duke University,Engineering,Civil engineering,Male,22
2004,Duke University,Engineering,Electrical engineering,Total for selected values,118
2004,Duke University,Engineering,Electrical engineering,Female,32
2004,Duke University,Engineering,Electrical engineering,Male,86
2004,Duke University,Engineering,Mechanical engineering,Total for selected values,59
2004,Duke University,Engineering,Mechanical engineering,Female,17
2004,Duke University,Engineering,Mechanical engineering,Male,42
2004,Harvard University,Total for selected values,Total for selected values,Total for selected values,"3,827"
2004,Harvard University,Science,Total for selected values,Total for selected values,"3,551"
2004,Harvard University,Science,Agricultural sciences,Total for selected values,5
2004,Harvard University,Science,Agricultural sciences,Female,1
2004,Harvard University,Science,Agricultural sciences,Male,4
2004,Harvard University,Science,Anthropology,Total for selected values,121
2004,Harvard University,Science,Anthropology,Female,81
2004,Harvard University,Science,Anthropology,Male,40
2004,Harvard University,Science,Astronomy and astrophysics,Total for selected values,43
2004,Harvard University,Science,Astronomy and astrophysics,Female,11
2004,Harvard University,Science,Astronomy and astrophysics,Male,32
2004,Harvard University,Science,Biochemistry,Total for selected values,78
2004,Harvard University,Science,Biochemistry,Female,35
2004,Harvard University,Science,Biochemistry,Male,43
2004,Harvard University,Science,Biology,Total for selected values,76
2004,Harvard University,Science,Biology,Female,31
2004,Harvard University,Science,Biology,Male,45
2004,Harvard University,Science,Biometry and epidemiology,Total for selected values,282
2004,Harvard University,Science,Biometry and epidemiology,Female,170
2004,Harvard University,Science,Biometry and epidemiology,Male,112
2004,Harvard University,Science,Biophysics,Total for selected values,54
2004,Harvard University,Science,Biophysics,Female,14
2004,Harvard University,Science,Biophysics,Male,40
2004,Harvard University,Science,Biosciences not elsewhere classified,Total for selected values,100
2004,Harvard University,Science,Biosciences not elsewhere classified,Female,62
2004,Harvard University,Science,Biosciences not elsewhere classified,Male,38
2004,Harvard University,Science,Cell and molecular biology,Total for selected values,185
2004,Harvard University,Science,Cell and molecular biology,Female,92
2004,Harvard University,Science,Cell and molecular biology,Male,93
2004,Harvard University,Science,Chemistry,Total for selected values,208
2004,Harvard University,Science,Chemistry,Female,56
2004,Harvard University,Science,Chemistry,Male,152
2004,Harvard University,Science,Economics (except agricultural),Total for selected values,183
2004,Harvard University,Science,Economics (except agricultural),Female,70
2004,Harvard University,Science,Economics (except agricultural),Male,113
2004,Harvard University,Science,Genetics,Total for selected values,92
2004,Harvard University,Science,Genetics,Female,54
2004,Harvard University,Science,Genetics,Male,38
2004,Harvard University,Science,Geosciences,Total for selected values,51
2004,Harvard University,Science,Geosciences,Female,25
2004,Harvard University,Science,Geosciences,Male,26
2004,Harvard University,Science,History and philosophy of science,Total for selected values,48
2004,Harvard University,Science,History and philosophy of science,Female,20
2004,Harvard University,Science,History and philosophy of science,Male,28
2004,Harvard University,Science,Linguistics,Total for selected values,14
2004,Harvard University,Science,Linguistics,Female,4
2004,Harvard University,Science,Linguistics,Male,10
2004,Harvard University,Science,Mathematics and applied mathematics,Total for selected values,48
2004,Harvard University,Science,Mathematics and applied mathematics,Female,10
2004,Harvard University,Science,Mathematics and applied mathematics,Male,38
2004,Harvard University,Science,"Microbiology, immunology, and virology",Total for selected values,173
2004,Harvard University,Science,"Microbiology, immunology, and virology",Female,94
2004,Harvard University,Science,"Microbiology, immunology, and virology",Male,79
2004,Harvard University,Science,Nutrition,Total for selected values,28
2004,Harvard University,Science,Nutrition,Female,17
2004,Harvard University,Science,Nutrition,Male,11
2004,Harvard University,Science,Pathology,Total for selected values,30
2004,Harvard University,Science,Pathology,Female,13
2004,Harvard University,Science,Pathology,Male,17
2004,Harvard University,Science,Physics,Total for selected values,182
2004,Harvard University,Science,Physics,Female,49
2004,Harvard University,Science,Physics,Male,133
2004,Harvard University,Science,Political science and government,Total for selected values,"1,271"
2004,Harvard University,Science,Political science and government,Female,548
2004,Harvard University,Science,Political science and government,Male,723
2004,Harvard University,Science,"Psychology, general",Total for selected values,75
2004,Harvard University,Science,"Psychology, general",Female,46
2004,Harvard University,Science,"Psychology, general",Male,29
2004,Harvard University,Science,Social sciences not elsewhere classified,Total for selected values,61
2004,Harvard University,Science,Social sciences not elsewhere classified,Female,22
2004,Harvard University,Science,Social sciences not elsewhere classified,Male,39
2004,Harvard University,Science,Sociology,Total for selected values,96
2004,Harvard University,Science,Sociology,Female,51
2004,Harvard University,Science,Sociology,Male,45
2004,Harvard University,Science,Statistics,Total for selected values,47
2004,Harvard University,Science,Statistics,Female,19
2004,Harvard University,Science,Statistics,Male,28
2004,Harvard University,Engineering,Total for selected values,Total for selected values,276
2004,Harvard University,Engineering,Civil engineering,Total for selected values,22
2004,Harvard University,Engineering,Civil engineering,Female,11
2004,Harvard University,Engineering,Civil engineering,Male,11
2004,Harvard University,Engineering,"Engineering science, mechanics, and physics",Total for selected values,254
2004,Harvard University,Engineering,"Engineering science, mechanics, and physics",Female,59
2004,Harvard University,Engineering,"Engineering science, mechanics, and physics",Male,195
2004,Massachusetts Institute of Technology,Total for selected values,Total for selected values,Total for selected values,"5,622"
2004,Massachusetts Institute of Technology,Science,Total for selected values,Total for selected values,"3,138"
2004,Massachusetts Institute of Technology,Science,Biology,Total for selected values,262
2004,Massachusetts Institute of Technology,Science,Biology,Female,135
2004,Massachusetts Institute of Technology,Science,Biology,Male,127
2004,Massachusetts Institute of Technology,Science,Chemistry,Total for selected values,248
2004,Massachusetts Institute of Technology,Science,Chemistry,Female,87
2004,Massachusetts Institute of Technology,Science,Chemistry,Male,161
2004,Massachusetts Institute of Technology,Science,Computer sciences,Total for selected values,"1,369"
2004,Massachusetts Institute of Technology,Science,Computer sciences,Female,351
2004,Massachusetts Institute of Technology,Science,Computer sciences,Male,"1,018"
2004,Massachusetts Institute of Technology,Science,Economics (except agricultural),Total for selected values,132
2004,Massachusetts Institute of Technology,Science,Economics (except agricultural),Female,40
2004,Massachusetts Institute of Technology,Science,Economics (except agricultural),Male,92
2004,Massachusetts Institute of Technology,Science,Geosciences,Total for selected values,158
2004,Massachusetts Institute of Technology,Science,Geosciences,Female,63
2004,Massachusetts Institute of Technology,Science,Geosciences,Male,95
2004,Massachusetts Institute of Technology,Science,Linguistics,Total for selected values,41
2004,Massachusetts Institute of Technology,Science,Linguistics,Female,20
2004,Massachusetts Institute of Technology,Science,Linguistics,Male,21
2004,Massachusetts Institute of Technology,Science,Mathematics and applied mathematics,Total for selected values,148
2004,Massachusetts Institute of Technology,Science,Mathematics and applied mathematics,Female,33
2004,Massachusetts Institute of Technology,Science,Mathematics and applied mathematics,Male,115
2004,Massachusetts Institute of Technology,Science,Physics,Total for selected values,245
2004,Massachusetts Institute of Technology,Science,Physics,Female,27
2004,Massachusetts Institute of Technology,Science,Physics,Male,218
2004,Massachusetts Institute of Technology,Science,Political science and government,Total for selected values,79
2004,Massachusetts Institute of Technology,Science,Political science and government,Female,26
2004,Massachusetts Institute of Technology,Science,Political science and government,Male,53
2004,Massachusetts Institute of Technology,Science,"Psychology, general",Total for selected values,77
2004,Massachusetts Institute of Technology,Science,"Psychology, general",Female,32
2004,Massachusetts Institute of Technology,Science,"Psychology, general",Male,45
2004,Massachusetts Institute of Technology,Science,Social sciences not elsewhere classified,Total for selected values,351
2004,Massachusetts Institute of Technology,Science,Social sciences not elsewhere classified,Female,157
2004,Massachusetts Institute of Technology,Science,Social sciences not elsewhere classified,Male,194
2004,Massachusetts Institute of Technology,Science,Sociology and anthropology,Total for selected values,28
2004,Massachusetts Institute of Technology,Science,Sociology and anthropology,Female,16
2004,Massachusetts Institute of Technology,Science,Sociology and anthropology,Male,12
2004,Massachusetts Institute of Technology,Engineering,Total for selected values,Total for selected values,"2,484"
2004,Massachusetts Institute of Technology,Engineering,Aerospace engineering,Total for selected values,231
2004,Massachusetts Institute of Technology,Engineering,Aerospace engineering,Female,53
2004,Massachusetts Institute of Technology,Engineering,Aerospace engineering,Male,178
2004,Massachusetts Institute of Technology,Engineering,Biomedical engineering,Total for selected values,115
2004,Massachusetts Institute of Technology,Engineering,Biomedical engineering,Female,50
2004,Massachusetts Institute of Technology,Engineering,Biomedical engineering,Male,65
2004,Massachusetts Institute of Technology,Engineering,Chemical engineering,Total for selected values,234
2004,Massachusetts Institute of Technology,Engineering,Chemical engineering,Female,64
2004,Massachusetts Institute of Technology,Engineering,Chemical engineering,Male,170
2004,Massachusetts Institute of Technology,Engineering,Civil engineering,Total for selected values,409
2004,Massachusetts Institute of Technology,Engineering,Civil engineering,Female,164
2004,Massachusetts Institute of Technology,Engineering,Civil engineering,Male,245
2004,Massachusetts Institute of Technology,Engineering,Electrical engineering,Total for selected values,449
2004,Massachusetts Institute of Technology,Engineering,Electrical engineering,Female,89
2004,Massachusetts Institute of Technology,Engineering,Electrical engineering,Male,360
2004,Massachusetts Institute of Technology,Engineering,Engineering not elsewhere classified,Total for selected values,323
2004,Massachusetts Institute of Technology,Engineering,Engineering not elsewhere classified,Female,68
2004,Massachusetts Institute of Technology,Engineering,Engineering not elsewhere classified,Male,255
2004,Massachusetts Institute of Technology,Engineering,Mechanical engineering,Total for selected values,399
2004,Massachusetts Institute of Technology,Engineering,Mechanical engineering,Female,74
2004,Massachusetts Institute of Technology,Engineering,Mechanical engineering,Male,325
2004,Massachusetts Institute of Technology,Engineering,Metallurgical and materials engineering,Total for selected values,225
2004,Massachusetts Institute of Technology,Engineering,Metallurgical and materials engineering,Female,70
2004,Massachusetts Institute of Technology,Engineering,Metallurgical and materials engineering,Male,155
2004,Massachusetts Institute of Technology,Engineering,Nuclear engineering,Total for selected values,99
2004,Massachusetts Institute of Technology,Engineering,Nuclear engineering,Female,27
2004,Massachusetts Institute of Technology,Engineering,Nuclear engineering,Male,72
2004,Princeton University,Total for selected values,Total for selected values,Total for selected values,"1,594"
2004,Princeton University,Science,Total for selected values,Total for selected values,"1,125"
2004,Princeton University,Science,Anthropology,Total for selected values,24
2004,Princeton University,Science,Anthropology,Female,11
2004,Princeton University,Science,Anthropology,Male,13
2004,Princeton University,Science,Astronomy and astrophysics,Total for selected values,45
2004,Princeton University,Science,Astronomy and astrophysics,Female,8
2004,Princeton University,Science,Astronomy and astrophysics,Male,37
2004,Princeton University,Science,Biology,Total for selected values,35
2004,Princeton University,Science,Biology,Female,16
2004,Princeton University,Science,Biology,Male,19
2004,Princeton University,Science,Cell and molecular biology,Total for selected values,118
2004,Princeton University,Science,Cell and molecular biology,Female,56
2004,Princeton University,Science,Cell and molecular biology,Male,62
2004,Princeton University,Science,Chemistry,Total for selected values,136
2004,Princeton University,Science,Chemistry,Female,50
2004,Princeton University,Science,Chemistry,Male,86
2004,Princeton University,Science,Computer sciences,Total for selected values,92
2004,Princeton University,Science,Computer sciences,Female,14
2004,Princeton University,Science,Computer sciences,Male,78
2004,Princeton University,Science,Economics (except agricultural),Total for selected values,101
2004,Princeton University,Science,Economics (except agricultural),Female,26
2004,Princeton University,Science,Economics (except agricultural),Male,75
2004,Princeton University,Science,Geosciences,Total for selected values,37
2004,Princeton University,Science,Geosciences,Female,17
2004,Princeton University,Science,Geosciences,Male,20
2004,Princeton University,Science,History and philosophy of science,Total for selected values,16
2004,Princeton University,Science,History and philosophy of science,Female,7
2004,Princeton University,Science,History and philosophy of science,Male,9
2004,Princeton University,Science,Mathematics and applied mathematics,Total for selected values,72
2004,Princeton University,Science,Mathematics and applied mathematics,Female,16
2004,Princeton University,Science,Mathematics and applied mathematics,Male,56
2004,Princeton University,Science,Physics,Total for selected values,109
2004,Princeton University,Science,Physics,Female,13
2004,Princeton University,Science,Physics,Male,96
2004,Princeton University,Science,Political science and government,Total for selected values,263
2004,Princeton University,Science,Political science and government,Female,149
2004,Princeton University,Science,Political science and government,Male,114
2004,Princeton University,Science,"Psychology, general",Total for selected values,42
2004,Princeton University,Science,"Psychology, general",Female,23
2004,Princeton University,Science,"Psychology, general",Male,19
2004,Princeton University,Science,Sociology,Total for selected values,35
2004,Princeton University,Science,Sociology,Female,23
2004,Princeton University,Science,Sociology,Male,12
2004,Princeton University,Engineering,Total for selected values,Total for selected values,469
2004,Princeton University,Engineering,Chemical engineering,Total for selected values,64
2004,Princeton University,Engineering,Chemical engineering,Female,20
2004,Princeton University,Engineering,Chemical engineering,Male,44
2004,Princeton University,Engineering,Civil engineering,Total for selected values,139
2004,Princeton University,Engineering,Civil engineering,Female,50
2004,Princeton University,Engineering,Civil engineering,Male,89
2004,Princeton University,Engineering,Electrical engineering,Total for selected values,173
2004,Princeton University,Engineering,Electrical engineering,Female,45
2004,Princeton University,Engineering,Electrical engineering,Male,128
2004,Princeton University,Engineering,Mechanical engineering,Total for selected values,93
2004,Princeton University,Engineering,Mechanical engineering,Female,16
2004,Princeton University,Engineering,Mechanical engineering,Male,77
2004,Stanford University,Total for selected values,Total for selected values,Total for selected values,"5,180"
2004,Stanford University,Science,Total for selected values,Total for selected values,"2,344"
2004,Stanford University,Science,Anthropology,Total for selected values,80
2004,Stanford University,Science,Anthropology,Female,52
2004,Stanford University,Science,Anthropology,Male,28
2004,Stanford University,Science,Biochemistry,Total for selected values,38
2004,Stanford University,Science,Biochemistry,Female,16
2004,Stanford University,Science,Biochemistry,Male,22
2004,Stanford University,Science,Biology,Total for selected values,171
2004,Stanford University,Science,Biology,Female,90
2004,Stanford University,Science,Biology,Male,81
2004,Stanford University,Science,Biometry and epidemiology,Total for selected values,14
2004,Stanford University,Science,Biometry and epidemiology,Female,10
2004,Stanford University,Science,Biometry and epidemiology,Male,4
2004,Stanford University,Science,Biophysics,Total for selected values,32
2004,Stanford University,Science,Biophysics,Female,11
2004,Stanford University,Science,Biophysics,Male,21
2004,Stanford University,Science,Cell and molecular biology,Total for selected values,33
2004,Stanford University,Science,Cell and molecular biology,Female,18
2004,Stanford University,Science,Cell and molecular biology,Male,15
2004,Stanford University,Science,Chemistry,Total for selected values,222
2004,Stanford University,Science,Chemistry,Female,78
2004,Stanford University,Science,Chemistry,Male,144
2004,Stanford University,Science,Computer sciences,Total for selected values,492
2004,Stanford University,Science,Computer sciences,Female,87
2004,Stanford University,Science,Computer sciences,Male,405
2004,Stanford University,Science,Economics (except agricultural),Total for selected values,131
2004,Stanford University,Science,Economics (except agricultural),Female,37
2004,Stanford University,Science,Economics (except agricultural),Male,94
2004,Stanford University,Science,Genetics,Total for selected values,53
2004,Stanford University,Science,Genetics,Female,28
2004,Stanford University,Science,Genetics,Male,25
2004,Stanford University,Science,Geosciences,Total for selected values,169
2004,Stanford University,Science,Geosciences,Female,67
2004,Stanford University,Science,Geosciences,Male,102
2004,Stanford University,Science,Linguistics,Total for selected values,41
2004,Stanford University,Science,Linguistics,Female,23
2004,Stanford University,Science,Linguistics,Male,18
2004,Stanford University,Science,Mathematics and applied mathematics,Total for selected values,143
2004,Stanford University,Science,Mathematics and applied mathematics,Female,29
2004,Stanford University,Science,Mathematics and applied mathematics,Male,114
2004,Stanford University,Science,"Microbiology, immunology, and virology",Total for selected values,104
2004,Stanford University,Science,"Microbiology, immunology, and virology",Female,56
2004,Stanford University,Science,"Microbiology, immunology, and virology",Male,48
2004,Stanford University,Science,Pharmacology and toxicology,Total for selected values,30
2004,Stanford University,Science,Pharmacology and toxicology,Female,11
2004,Stanford University,Science,Pharmacology and toxicology,Male,19
2004,Stanford University,Science,Physics,Total for selected values,170
2004,Stanford University,Science,Physics,Female,28
2004,Stanford University,Science,Physics,Male,142
2004,Stanford University,Science,Physiology,Total for selected values,20
2004,Stanford University,Science,Physiology,Female,9
2004,Stanford University,Science,Physiology,Male,11
2004,Stanford University,Science,Political science and government,Total for selected values,115
2004,Stanford University,Science,Political science and government,Female,47
2004,Stanford University,Science,Political science and government,Male,68
2004,Stanford University,Science,Psychology not elsewhere classified,Total for selected values,96
2004,Stanford University,Science,Psychology not elsewhere classified,Female,59
2004,Stanford University,Science,Psychology not elsewhere classified,Male,37
2004,Stanford University,Science,Social sciences not elsewhere classified,Total for selected values,67
2004,Stanford University,Science,Social sciences not elsewhere classified,Female,38
2004,Stanford University,Science,Social sciences not elsewhere classified,Male,29
2004,Stanford University,Science,Sociology,Total for selected values,53
2004,Stanford University,Science,Sociology,Female,24
2004,Stanford University,Science,Sociology,Male,29
2004,Stanford University,Science,Statistics,Total for selected values,70
2004,Stanford University,Science,Statistics,Female,24
2004,Stanford University,Science,Statistics,Male,46
2004,Stanford University,Engineering,Total for selected values,Total for selected values,"2,836"
2004,Stanford University,Engineering,Aerospace engineering,Total for selected values,235
2004,Stanford University,Engineering,Aerospace engineering,Female,41
2004,Stanford University,Engineering,Aerospace engineering,Male,194
2004,Stanford University,Engineering,Chemical engineering,Total for selected values,115
2004,Stanford University,Engineering,Chemical engineering,Female,39
2004,Stanford University,Engineering,Chemical engineering,Male,76
2004,Stanford University,Engineering,Civil engineering,Total for selected values,292
2004,Stanford University,Engineering,Civil engineering,Female,113
2004,Stanford University,Engineering,Civil engineering,Male,179
2004,Stanford University,Engineering,Electrical engineering,Total for selected values,987
2004,Stanford University,Engineering,Electrical engineering,Female,145
2004,Stanford University,Engineering,Electrical engineering,Male,842
2004,Stanford University,Engineering,Engineering not elsewhere classified,Total for selected values,7
2004,Stanford University,Engineering,Engineering not elsewhere classified,Female,3
2004,Stanford University,Engineering,Engineering not elsewhere classified,Male,4
2004,Stanford University,Engineering,"Engineering science, mechanics, and physics",Total for selected values,146
2004,Stanford University,Engineering,"Engineering science, mechanics, and physics",Female,32
2004,Stanford University,Engineering,"Engineering science, mechanics, and physics",Male,114
