Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"2007","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","11",
"2007","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","2",
"2007","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","2",
"2007","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","86",
"2007","Columbia Univ in the City of New York","Engineering","Total for selected values","932",
"2007","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","132",
"2007","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","439",
"2007","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","15",
"2007","Columbia Univ in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","1",
"2007","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","131",
"2007","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","7",
"2007","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","207",
"2007","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","357",
"2007","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","16",
"2007","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","236",
"2007","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","3",
"2007","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","31",
"2007","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","2",
"2007","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","69",
"2007","Columbia Univ in the City of New York","Other health","Total for selected values","547",
"2007","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","66",
"2007","Columbia Univ in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","7",
"2007","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","26",
"2007","Columbia Univ in the City of New York","Other health","Non-Hispanic, American Indian or Alaska Native","1",
"2007","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","56",
"2007","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","30",
"2007","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","361",
"2007","Columbia Univ in the City of New York","Physical sciences","Total for selected values","267",
"2007","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","127",
"2007","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","6",
"2007","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","14",
"2007","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","3",
"2007","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","117",
"2007","Columbia Univ in the City of New York","Psychology","Total for selected values","34",
"2007","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","1",
"2007","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","2",
"2007","Columbia Univ in the City of New York","Psychology","Non-Hispanic, Asian","4",
"2007","Columbia Univ in the City of New York","Psychology","Non-Hispanic, black or African American","1",
"2007","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","26",
"2007","Columbia Univ in the City of New York","Social sciences","Total for selected values","612",
"2007","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","60",
"2007","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","269",
"2007","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","20",
"2007","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2007","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","40",
"2007","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","20",
"2007","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, more than one race","1",
"2007","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","3",
"2007","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","198",
"2006","Total for selected values","Total for selected values","Total for selected values","4,154",
"2006","Columbia Univ in the City of New York","Total for selected values","Total for selected values","4,154",
"2006","Columbia Univ in the City of New York","Biological sciences","Total for selected values","754",
"2006","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","11",
"2006","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","187",
"2006","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","41",
"2006","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","4",
"2006","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","106",
"2006","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","37",
"2006","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, more than one race","3",
"2006","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","6",
"2006","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","359",
"2006","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","1",
"2006","Columbia Univ in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","1",
"2006","Columbia Univ in the City of New York","Computer sciences","Total for selected values","411",
"2006","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","57",
"2006","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","244",
"2006","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","13",
"2006","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","15",
"2006","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","2",
"2006","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","2",
"2006","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","78",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","149",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","44",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","2",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","9",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","3",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","2",
"2006","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","89",
"2006","Columbia Univ in the City of New York","Engineering","Total for selected values","853",
"2006","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","81",
"2006","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","468",
"2006","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","7",
"2006","Columbia Univ in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","1",
"2006","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","112",
"2006","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","6",
"2006","Columbia Univ in the City of New York","Engineering","Non-Hispanic, more than one race","5",
"2006","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","173",
"2006","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","326",
"2006","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","16",
"2006","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","210",
"2006","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","3",
"2006","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","37",
"2006","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","4",
"2006","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","56",
"2006","Columbia Univ in the City of New York","Other health","Total for selected values","543",
"2006","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","65",
"2006","Columbia Univ in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","5",
"2006","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","27",
"2006","Columbia Univ in the City of New York","Other health","Non-Hispanic, American Indian or Alaska Native","1",
"2006","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","60",
"2006","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","29",
"2006","Columbia Univ in the City of New York","Other health","Non-Hispanic, more than one race","2",
"2006","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","354",
"2006","Columbia Univ in the City of New York","Physical sciences","Total for selected values","258",
"2006","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","130",
"2006","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","5",
"2006","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","12",
"2006","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","2",
"2006","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","109",
"2006","Columbia Univ in the City of New York","Psychology","Total for selected values","32",
"2006","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","2",
"2006","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","2",
"2006","Columbia Univ in the City of New York","Psychology","Non-Hispanic, Asian","3",
"2006","Columbia Univ in the City of New York","Psychology","Non-Hispanic, black or African American","1",
"2006","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","24",
"2006","Columbia Univ in the City of New York","Social sciences","Total for selected values","827",
"2006","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","84",
"2006","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","304",
"2006","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","31",
"2006","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","3",
"2006","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","60",
"2006","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","54",
"2006","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, more than one race","6",
"2006","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","285",
"2005","Total for selected values","Total for selected values","Total for selected values","3,995",
"2005","Columbia Univ in the City of New York","Total for selected values","Total for selected values","3,995",
"2005","Columbia Univ in the City of New York","Biological sciences","Total for selected values","771",
"2005","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","6",
"2005","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","182",
"2005","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","34",
"2005","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","2",
"2005","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","96",
"2005","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","34",
"2005","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, more than one race","9",
"2005","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","5",
"2005","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","403",
"2005","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","11",
"2005","Columbia Univ in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","2",
"2005","Columbia Univ in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","2",
"2005","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, Asian","1",
"2005","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, white","6",
"2005","Columbia Univ in the City of New York","Computer sciences","Total for selected values","365",
"2005","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","65",
"2005","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","171",
"2005","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","10",
"2005","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","43",
"2005","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","2",
"2005","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","74",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","150",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","46",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","1",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","7",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","4",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, more than one race","3",
"2005","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","89",
"2005","Columbia Univ in the City of New York","Engineering","Total for selected values","795",
"2005","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","93",
"2005","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","449",
"2005","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","8",
"2005","Columbia Univ in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","1",
"2005","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","87",
"2005","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","12",
"2005","Columbia Univ in the City of New York","Engineering","Non-Hispanic, more than one race","6",
"2005","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Native Hawaiian or Other Pacific Islander","3",
"2005","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","136",
"2005","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","309",
"2005","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","23",
"2005","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","191",
"2005","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","4",
"2005","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","31",
"2005","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","5",
"2005","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","55",
"2005","Columbia Univ in the City of New York","Other health","Total for selected values","669",
"2005","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","83",
"2005","Columbia Univ in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","6",
"2005","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","39",
"2005","Columbia Univ in the City of New York","Other health","Non-Hispanic, American Indian or Alaska Native","2",
"2005","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","79",
"2005","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","38",
"2005","Columbia Univ in the City of New York","Other health","Non-Hispanic, more than one race","2",
"2005","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","420",
"2005","Columbia Univ in the City of New York","Physical sciences","Total for selected values","259",
"2005","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","132",
"2005","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","5",
"2005","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","10",
"2005","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","1",
"2005","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","111",
"2005","Columbia Univ in the City of New York","Psychology","Total for selected values","31",
"2005","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","7",
"2005","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","2",
"2005","Columbia Univ in the City of New York","Psychology","Non-Hispanic, Asian","1",
"2005","Columbia Univ in the City of New York","Psychology","Non-Hispanic, black or African American","1",
"2005","Columbia Univ in the City of New York","Psychology","Non-Hispanic, more than one race","2",
"2005","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","18",
"2005","Columbia Univ in the City of New York","Social sciences","Total for selected values","635",
"2005","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","44",
"2005","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","288",
"2005","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","19",
"2005","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","3",
"2005","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","44",
"2005","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","21",
"2005","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2005","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","215",
"2004","Total for selected values","Total for selected values","Total for selected values","3,634",
"2004","Columbia Univ in the City of New York","Total for selected values","Total for selected values","3,634",
"2004","Columbia Univ in the City of New York","Biological sciences","Total for selected values","774",
"2004","Columbia Univ in the City of New York","Biological sciences","Ethnicity and race unknown or not stated","22",
"2004","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","203",
"2004","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","31",
"2004","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, American Indian or Alaska Native","2",
"2004","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","89",
"2004","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","30",
"2004","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, more than one race","7",
"2004","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","7",
"2004","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","383",
"2004","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","10",
"2004","Columbia Univ in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","2",
"2004","Columbia Univ in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","1",
"2004","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, Asian","1",
"2004","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, white","6",
"2004","Columbia Univ in the City of New York","Computer sciences","Total for selected values","372",
"2004","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","76",
"2004","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","182",
"2004","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","7",
"2004","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","35",
"2004","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","1",
"2004","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","71",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","135",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","49",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","2",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","6",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","1",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","1",
"2004","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","76",
"2004","Columbia Univ in the City of New York","Engineering","Total for selected values","767",
"2004","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","77",
"2004","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","441",
"2004","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","5",
"2004","Columbia Univ in the City of New York","Engineering","Non-Hispanic, American Indian or Alaska Native","1",
"2004","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","98",
"2004","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","8",
"2004","Columbia Univ in the City of New York","Engineering","Non-Hispanic, more than one race","6",
"2004","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","131",
"2004","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","249",
"2004","Columbia Univ in the City of New York","Mathematics and statistics","Ethnicity and race unknown or not stated","20",
"2004","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","130",
"2004","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","6",
"2004","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, Asian","27",
"2004","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","5",
"2004","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","61",
"2004","Columbia Univ in the City of New York","Other health","Total for selected values","408",
"2004","Columbia Univ in the City of New York","Other health","Ethnicity and race unknown or not stated","31",
"2004","Columbia Univ in the City of New York","Other health","Foreign nationals holding temporary visas, regardless of ethnicity or race","8",
"2004","Columbia Univ in the City of New York","Other health","Hispanic or Latino ethnicity (one or more races)","19",
"2004","Columbia Univ in the City of New York","Other health","Non-Hispanic, American Indian or Alaska Native","1",
"2004","Columbia Univ in the City of New York","Other health","Non-Hispanic, Asian","53",
"2004","Columbia Univ in the City of New York","Other health","Non-Hispanic, black or African American","25",
"2004","Columbia Univ in the City of New York","Other health","Non-Hispanic, more than one race","21",
"2004","Columbia Univ in the City of New York","Other health","Non-Hispanic, white","250",
"2004","Columbia Univ in the City of New York","Physical sciences","Total for selected values","276",
"2004","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","145",
"2004","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","3",
"2004","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, Asian","10",
"2004","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","1",
"2004","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","117",
"2004","Columbia Univ in the City of New York","Psychology","Total for selected values","36",
"2004","Columbia Univ in the City of New York","Psychology","Ethnicity and race unknown or not stated","3",
"2004","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","7",
"2004","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","1",
"2004","Columbia Univ in the City of New York","Psychology","Non-Hispanic, Asian","3",
"2004","Columbia Univ in the City of New York","Psychology","Non-Hispanic, black or African American","2",
"2004","Columbia Univ in the City of New York","Psychology","Non-Hispanic, more than one race","1",
"2004","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","19",
"2004","Columbia Univ in the City of New York","Social sciences","Total for selected values","607",
"2004","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","45",
"2004","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","276",
"2004","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","14",
"2004","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","1",
"2004","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Asian","34",
"2004","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","18",
"2004","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, more than one race","4",
"2004","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","11",
"2004","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","204",
"2003","Total for selected values","Total for selected values","Total for selected values","2,429",
"2003","Columbia Univ in the City of New York","Total for selected values","Total for selected values","2,429",
"2003","Columbia Univ in the City of New York","Biological sciences","Total for selected values","259",
"2003","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","56",
"2003","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","9",
"2003","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Asian","17",
"2003","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","9",
"2003","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, more than one race","1",
"2003","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, Native Hawaiian or Other Pacific Islander","2",
"2003","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","165",
"2003","Columbia Univ in the City of New York","Computer sciences","Total for selected values","307",
"2003","Columbia Univ in the City of New York","Computer sciences","Ethnicity and race unknown or not stated","52",
"2003","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","159",
"2003","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","2",
"2003","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, Asian","24",
"2003","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","2",
"2003","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","68",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","115",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Ethnicity and race unknown or not stated","2",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","22",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","8",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, Asian","6",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, black or African American","4",
"2003","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","73",
"2003","Columbia Univ in the City of New York","Engineering","Total for selected values","759",
"2003","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","87",
"2003","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","454",
"2003","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","13",
"2003","Columbia Univ in the City of New York","Engineering","Non-Hispanic, Asian","78",
"2003","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","12",
