Data Download from NCSES Interactive Data Tool,,,,
,,,,
Filters,Selected values,,,
1994,Duke University,Total for selected values,Total for selected values,"1,373"
1994,Duke University,Science and engineering,Total for selected values,"1,373"
1994,Duke University,Science and engineering,Female,502
1994,Duke University,Science and engineering,Male,871
1994,Harvard University,Total for selected values,Total for selected values,"3,231"
1994,Harvard University,Science and engineering,Total for selected values,"3,231"
1994,Harvard University,Science and engineering,Female,"1,297"
1994,Harvard University,Science and engineering,Male,"1,934"
1994,Massachusetts Institute of Technology,Total for selected values,Total for selected values,"4,343"
1994,Massachusetts Institute of Technology,Science and engineering,Total for selected values,"4,343"
1994,Massachusetts Institute of Technology,Science and engineering,Female,983
1994,Massachusetts Institute of Technology,Science and engineering,Male,"3,360"
1994,Princeton University,Total for selected values,Total for selected values,"1,298"
1994,Princeton University,Science and engineering,Total for selected values,"1,298"
1994,Princeton University,Science and engineering,Female,429
1994,Princeton University,Science and engineering,Male,869
1994,Stanford University,Total for selected values,Total for selected values,"4,495"
1994,Stanford University,Science and engineering,Total for selected values,"4,495"
1994,Stanford University,Science and engineering,Female,"1,046"
1994,Stanford University,Science and engineering,Male,"3,449"
1994,University of Pennsylvania,Total for selected values,Total for selected values,"2,360"
1994,University of Pennsylvania,Science and engineering,Total for selected values,"2,360"
1994,University of Pennsylvania,Science and engineering,Female,780
1994,University of Pennsylvania,Science and engineering,Male,"1,580"
1994,Yale University,Total for selected values,Total for selected values,"1,549"
1994,Yale University,Science and engineering,Total for selected values,"1,549"
1994,Yale University,Science and engineering,Female,620
1994,Yale University,Science and engineering,Male,929
,,,,
,,,,
NOTES:,,,,
,,,,
"SOURCE: National Science Foundation, National Center for Science and Engineering Statistics, Graduate Students and Postdoctorates in Science and Engineering Survey.",,,,
Downloaded 2019/04/24 at 14:43:38 PM EST,,,,
